Date,MSCI Australia,MSCI Canada,MSCI China,MSCI EM,MSCI FM,MSCI World,MSCI Germany,MSCI Japan,MSCI UK,MSCI USA
31/12/1969,100,100,,,,100,100,100,100,100
30/01/1970,96.87,102.45,,,,94.45,95.17,98.42,99.26,92.8
27/02/1970,95.75,107,,,,97.41,92.38,99.62,93.94,97.95
31/03/1970,95.42,108.09,,,,97.71,93.19,103.67,96.24,98.46
30/04/1970,84.74,95.73,,,,88.58,88.89,91.12,86.39,89.86
29/05/1970,79.25,86.63,,,,82.99,80.55,88.7,82.04,84.72
30/06/1970,89.49,90.99,,,,80.95,77.57,90.32,85.74,81.19
31/07/1970,92.34,97.5,,,,85.97,82.3,90.51,88.91,87.23
31/08/1970,91.62,101.93,,,,88.8,83.26,89.54,88.69,90.74
30/09/1970,91.75,108.58,,,,91.67,81.9,88.5,93.86,93.76
30/10/1970,83.33,107.07,,,,90.31,80.67,89.65,93.63,93.01
30/11/1970,79.25,112.16,,,,92.34,77.75,87.07,87.21,98.05
31/12/1970,80.23,115.19,,,,96.92,75.41,87.77,92.64,103.64
29/01/1971,78.42,118.99,,,,101.37,86.23,92.57,92.9,108.38
26/02/1971,76.95,118.8,,,,102.44,89.9,96.83,91.19,109.45
31/03/1971,81.19,124.04,,,,106.93,90.74,104.82,99.02,113.87
30/04/1971,78.23,123.73,,,,110.43,85.2,110.25,109.98,118.26
31/05/1971,76.04,120.36,,,,107.81,89.24,109.47,114.02,113.64
30/06/1971,76.74,119.64,,,,108.91,89.42,119.94,115.97,114.38
30/07/1971,73.67,119.88,,,,107.17,94.06,120.52,123.75,110.28
31/08/1971,71.16,124.63,,,,109.51,92.28,112.55,125.44,114.79
30/09/1971,64.13,123.54,,,,108.47,91.26,116.28,125.56,113.33
29/10/1971,64.42,117.61,,,,104.35,84.36,111.71,122.31,109.26
30/11/1971,63.44,117.25,,,,105.23,86.61,119.49,125.49,109.68
31/12/1971,78.19,130.8,,,,114.71,93.02,134.85,135.25,116.54
31/01/1972,75.76,136.88,,,,118.91,99.78,145.39,142.7,118.88
29/02/1972,83.52,141.49,,,,123.47,108.15,158.65,151.43,122.21
31/03/1972,86.29,141.77,,,,125.19,113.74,167.16,151.62,124.11
28/04/1972,84.63,142.49,,,,126.85,110.77,175.58,156.64,124.32
31/05/1972,88.3,150.24,,,,129.43,114.05,190.69,153.59,124.18
30/06/1972,90.69,153.29,,,,126.43,112.26,198.29,139.45,121.96
31/07/1972,85.59,152.82,,,,128.38,118.66,215.22,147.3,121.27
31/08/1972,86.14,163.37,,,,132.03,115.98,220.53,148.21,125.7
29/09/1972,83.39,162.46,,,,130.02,111.82,230.53,131.94,125.91
31/10/1972,88.5,159.11,,,,131.09,109.55,237.95,131.56,127.55
30/11/1972,91.31,166.58,,,,137.97,111.16,280.31,140.83,132.47
29/12/1972,93.86,173.45,,,,140.5,109.35,304.45,138.77,134.69
31/01/1973,96.97,173.16,,,,140.83,116.29,309.55,129.9,131.5
28/02/1973,98.06,169.49,,,,141.8,126.38,335.56,131.69,125.37
30/03/1973,97.91,169.87,,,,142,133.41,336.44,131.53,123.92
30/04/1973,91.76,162.59,,,,134.84,126.35,299.15,133.07,119.18
31/05/1973,99.41,156.26,,,,134.44,118.89,306.87,137.22,117.31
29/06/1973,97,159.51,,,,135.28,132.09,312.28,136.58,117.49
31/07/1973,98.84,168.37,,,,138.51,127.47,331.19,126.53,122.13
31/08/1973,88.02,167.96,,,,132.74,123,315.5,119.51,118.08
28/09/1973,85.28,173.58,,,,136.58,123.49,298.51,121.39,122.32
31/10/1973,90.28,186.47,,,,137.96,130.76,296.97,125.7,122.86
30/11/1973,82.59,168.51,,,,120.07,108.49,256.15,106.97,109.85
31/12/1973,81.62,167.23,,,,119.09,103.42,242.03,101.12,111.79
31/01/1974,92.32,172.53,,,,120,108.48,240.69,96.84,109.89
28/02/1974,100.85,179.23,,,,121.87,105.19,250.46,103.56,109.78
29/03/1974,94.62,175.08,,,,118.78,110.99,254.68,86.95,107.1
30/04/1974,91.09,162.65,,,,116.8,119.8,258.46,93.95,102.99
31/05/1974,77.81,150.07,,,,112.1,112.44,267.77,84.41,99.81
28/06/1974,73.08,144.91,,,,108.57,108.49,258.32,76.38,98.13
31/07/1974,61.65,147.28,,,,102.14,106.3,232.63,71.51,90.34
30/08/1974,60.45,132.84,,,,92.29,103.98,207.01,61.08,82.17
30/09/1974,42.7,119.32,,,,83.68,99.36,209.25,53.92,72.62
31/10/1974,53.49,132.39,,,,91.69,105.16,191.8,55.92,85.43
29/11/1974,55.69,121.02,,,,90.26,115.18,211.7,47.35,81.48
31/12/1974,53.49,121.84,,,,88.76,119.82,203.09,48.44,79.77
31/01/1975,65.8,140.82,,,,101.7,135.29,213.32,75.59,90.05
28/02/1975,67.03,144.67,,,,110.68,153.62,244.41,95.75,95.63
31/03/1975,65.78,140.56,,,,111.49,151.73,250.49,87.79,97.9
30/04/1975,64.65,142.68,,,,116.11,154.49,251.12,101.38,102.25
30/05/1975,71.26,145.68,,,,118.86,145.39,249.88,104.75,106.85
30/06/1975,69.2,149.33,,,,120.36,145.98,252.64,88.39,111.92
31/07/1975,67.82,148.11,,,,113.71,145.14,239.75,84.36,104.36
29/08/1975,65.47,146.83,,,,111.94,137.96,229.1,95.31,102
30/09/1975,69.91,139.66,,,,107.25,131.88,214.6,94,98.37
31/10/1975,71.95,133.61,,,,114.64,148.72,237.71,99.48,105.07
28/11/1975,76.86,144.38,,,,117.77,152.32,239.73,97.64,108.18
31/12/1975,79.26,139.45,,,,117.88,154.22,242.41,102.24,107.04
30/01/1976,80.62,154.59,,,,128.41,157.69,257.32,112.27,119.47
27/02/1976,81.96,162.97,,,,127.46,160.35,259.11,108.6,118.17
31/03/1976,80.06,160.92,,,,128.96,166.65,259,102.07,122.24
30/04/1976,81.94,163.78,,,,128.02,156.69,260.65,102.11,120.89
31/05/1976,82.78,164.92,,,,125.89,151.94,262.08,91.43,119.53
30/06/1976,83.89,163.93,,,,129.76,154.37,275.17,91.53,124.77
30/07/1976,92.46,161.66,,,,128.55,153.03,270.04,88.54,124.03
31/08/1976,92.2,160.27,,,,128.26,153.37,279.49,84.15,123.85
30/09/1976,84.77,158.38,,,,129.33,160.69,280.97,74.52,126.93
29/10/1976,79.69,152.67,,,,124.81,150.83,266.23,64.72,124.5
30/11/1976,62.96,133.63,,,,124.32,158.97,263.26,71.4,123.93
31/12/1976,70.24,152.17,,,,133.67,163.12,303.34,87.4,130.45
31/01/1977,71.49,147.71,,,,129.18,160.23,294.26,95.73,124.04
28/02/1977,69.34,146.53,,,,128.61,157.75,309.33,98,121.46
31/03/1977,73.44,147.69,,,,127.81,163.05,306.33,101.22,120.02
29/04/1977,72.61,144.38,,,,129.21,176.91,311.96,104.67,120.34
31/05/1977,75.89,141.8,,,,127.45,173.25,309.99,107.32,118.03
30/06/1977,75.65,147.77,,,,132.25,169.9,322.21,110.63,123.72
29/07/1977,71.51,147.23,,,,130.48,175.65,318.36,108.91,122.13
31/08/1977,68.04,141.13,,,,130.96,176.65,335.16,121.86,119.79
30/09/1977,68.01,141.84,,,,132.59,179.98,339.91,132.04,119.8
31/10/1977,73.04,132.18,,,,130.32,189.82,346.55,134.23,114.78
30/11/1977,71.07,139.93,,,,131.96,193.56,347.51,127.15,117.7
30/12/1977,77.48,148.21,,,,134.57,203.12,349.97,135.59,118.32
31/01/1978,73.75,137.44,,,,130.62,205.65,364.69,131.94,111.37
28/02/1978,69.69,137.13,,,,129.61,213.88,378.5,124.74,108.82
31/03/1978,73.64,143.32,,,,135.47,214.64,427.47,128.04,111.4
28/04/1978,78.36,146,,,,141.56,203.59,424.73,127.73,121.86
31/05/1978,82.18,154.28,,,,143.33,204.9,428.61,133.04,122.29
30/06/1978,81.93,153.36,,,,144.75,210.81,468.85,131.47,120.28
31/07/1978,87.39,161.93,,,,155.18,222.18,517.71,145.01,127.49
31/08/1978,92.9,165.13,,,,158.74,231.85,509.96,148.97,130.78
29/09/1978,96.79,170.98,,,,160.56,244.85,521.21,150.9,130.13
31/10/1978,92.5,163.22,,,,157.43,269.56,561.64,155.01,118.98
30/11/1978,87.69,172.68,,,,151.86,238.6,509.81,147.56,121.29
29/12/1978,93.14,177.56,,,,156.81,252.36,534.59,152.25,123.37
31/01/1979,96.9,181.7,,,,160.81,248.32,532.73,151.31,128.89
28/02/1979,100.07,186.02,,,,157.72,242.84,512.2,164.32,124.32
30/03/1979,101.28,204.8,,,,164.32,237.59,493.94,189.2,131.26
30/04/1979,97.82,210.46,,,,164.07,233.49,478.6,198.45,131.13
31/05/1979,100.83,216.03,,,,161.22,221.5,485.84,184.48,128.45
29/06/1979,99.42,231.07,,,,165.86,223.19,489.02,185.34,133.25
31/07/1979,102.52,220.14,,,,167.09,233,487.58,186.94,134.58
31/08/1979,114.86,242.54,,,,173.79,237.65,489.38,191.59,141.08
28/09/1979,122.81,258.27,,,,177.68,249.54,498.64,195.08,140.69
31/10/1979,121.07,231.68,,,,164.44,228.76,459.95,174.81,131.5
30/11/1979,117.8,252.3,,,,169.47,241.12,441.49,182.42,136.78
31/12/1979,132.25,268.65,,,,173.98,239.94,469.32,182.13,138.82
31/01/1980,159.6,307.91,,,,184.44,238.4,478.61,201.57,147.01
29/02/1980,163.73,348.97,,,,184.5,239.56,459.89,213.13,145.33
31/03/1980,133.95,272.07,,,,164.63,202.49,446.92,184.8,132.28
30/04/1980,143.31,281.31,,,,175.38,225.77,483.28,199.65,137.82
30/05/1980,163.42,305.72,,,,183.99,233.91,511.96,201.37,144.25
30/06/1980,175.63,327.94,,,,192.78,243.08,531.84,226.72,148.73
31/07/1980,175.49,341.36,,,,198.67,244.64,505.35,233.29,158.4
29/08/1980,185.58,346.98,,,,202.52,238.71,538.85,238.81,159.28
30/09/1980,196.54,344.8,,,,208.57,236.6,574.21,245.53,163.08
31/10/1980,209.52,334.69,,,,214.61,219.21,588.06,266.86,166.99
28/11/1980,203.8,348.1,,,,223.56,220.47,569.09,261.81,184.2
31/12/1980,201.99,327.9,,,,218.64,211.18,608.91,249.84,177.58
30/01/1981,180.83,324.89,,,,212.25,191.85,620.82,248.21,170.77
27/02/1981,173.42,317.63,,,,212.84,190.46,611.84,240.03,174.17
31/03/1981,191.54,342.01,,,,220.38,199.38,648.36,243.19,179.75
30/04/1981,189.31,334.8,,,,220.45,198.3,695.44,249.22,176.2
29/05/1981,187.77,346.81,,,,216.12,183.25,677.46,229.06,175.48
30/06/1981,184.69,346.81,,,,215.72,189.87,701.24,219.54,174.88
31/07/1981,164.13,323.42,,,,212.04,185,675.33,211.57,175.93
31/08/1981,165.11,324.15,,,,207.84,182.27,701.4,220.72,165.66
30/09/1981,149.7,277,,,,192.19,180.84,635.03,181,157.64
30/10/1981,140.83,270.08,,,,198.04,186.27,634.31,191.03,165.24
30/11/1981,154.4,305.75,,,,212.73,196.76,691.97,227.73,172.24
31/12/1981,151.93,290.86,,,,208.18,188.09,703.06,218.19,167.44
29/01/1982,135.12,265.23,,,,205.09,186.24,691.18,228.47,165.3
26/02/1982,120.66,244.65,,,,192.63,183.91,636.05,211.79,156.53
31/03/1982,111.38,229.95,,,,187.34,185.93,574.85,215.18,155.44
30/04/1982,125.54,228.01,,,,196.5,192.54,625.92,220.37,162.02
31/05/1982,123.72,223.31,,,,191.51,188.29,601.84,227.44,156.4
30/06/1982,112.84,193.04,,,,182.83,175.61,565.46,212.86,154.19
30/07/1982,108.81,205.53,,,,180.44,175.92,544.34,220.3,151.2
31/08/1982,111.02,242.23,,,,193.49,171.14,547.34,223.57,169.57
30/09/1982,113.49,239.06,,,,194.35,178.29,526.32,233.94,171.57
29/10/1982,113.29,266.12,,,,207.66,174.37,528.22,238.07,190.44
30/11/1982,111.65,269.97,,,,218.62,184.1,625.98,231.32,197.6
31/12/1982,115.91,294.38,,,,228.39,205.34,696.99,234.45,200.93
31/01/1983,127.88,303.4,,,,233.22,197.7,668.04,230.73,208.73
28/02/1983,118.01,314.41,,,,238.07,214.39,678.94,231.81,212.94
31/03/1983,110.67,322.22,,,,246.41,242.12,706.06,234.87,220.09
29/04/1983,128.43,355.73,,,,263.95,254.07,720.9,267.86,237.16
31/05/1983,137.08,364.37,,,,261.32,234.09,722.44,275.58,233.27
30/06/1983,133.13,372.03,,,,269.48,245.53,745.28,277.6,242.09
29/07/1983,149.77,373.97,,,,264.63,241.9,751.3,267.39,234.02
31/08/1983,155.25,375.69,,,,266.01,222.34,741.9,264.76,238.58
30/09/1983,162.11,380.78,,,,271.35,234.18,800.32,264.18,241.46
31/10/1983,159.57,358.54,,,,268.12,253.05,796.28,259.5,238.52
30/11/1983,174.6,389.75,,,,275,251.45,805.98,270.89,243.42
30/12/1983,178.66,389.62,,,,278.47,253.2,867.96,271.18,241.87
31/01/1984,178.01,370.88,,,,280.74,253.3,908.46,281.65,238.95
29/02/1984,171.76,366.9,,,,276.06,262.28,905.62,292.72,228.82
30/03/1984,178.41,355.74,,,,289.01,263.1,1068.91,303.95,232.82
30/04/1984,176.76,346.31,,,,287.91,253.44,1045.46,302.2,235.01
31/05/1984,148.26,331.33,,,,266.28,241.44,916.82,270.95,221.62
29/06/1984,146.35,324.97,,,,268.54,243,920.99,272.77,226.1
31/07/1984,146.5,315.2,,,,259.05,218.38,855.83,256.53,224.11
31/08/1984,161.19,361.1,,,,285,231.44,929.09,282.45,248.22
28/09/1984,159.14,357.64,,,,283.87,235.04,924.99,277.51,248.36
31/10/1984,164.94,351.06,,,,286.85,241.19,970.48,276.06,249.38
30/11/1984,166.08,351.2,,,,285.72,238.64,976.94,281.86,246.7
31/12/1984,154.2,356.79,,,,291.61,238.74,1014.21,285.57,252.66
31/01/1985,163.67,385.18,,,,307.64,248.57,1008.98,291.84,272.7
28/02/1985,147.97,368.98,,,,308.16,240.55,1041.92,276.45,275.67
29/03/1985,151.77,378.29,,,,318.78,263.91,1101.22,320.57,276.15
30/04/1985,149.47,380.17,,,,317.82,275.09,1063.48,328.51,275.28
31/05/1985,152.88,391.98,,,,334.08,303.14,1100.46,345.23,292.05
28/06/1985,153.58,389.56,,,,339.95,329.31,1150.02,333.76,296.06
31/07/1985,181.03,407.93,,,,346.88,340.16,1155.71,375.3,294.91
30/08/1985,175.53,403.33,,,,349.64,371.94,1183.38,395.38,291.96
30/09/1985,187.41,377.83,,,,352.16,413.84,1308.85,381.49,282.45
31/10/1985,193.48,384.41,,,,371.02,477.34,1350.04,422.61,295
29/11/1985,181.87,409.15,,,,391.67,483.58,1370.08,455.48,315.22
31/12/1985,184.37,410.49,,,,409.91,561.5,1451,436.98,331.19
31/01/1986,207.94,392.53,,,,415.87,582.96,1491.06,437.34,332.97
28/02/1986,196.12,397.04,,,,453.23,614.75,1670.6,489.53,357.88
31/03/1986,217.32,432.47,,,,497.42,635.69,2028.96,533.49,377.55
30/04/1986,240.2,440.31,,,,510.97,721.87,2106.08,564.9,371.98
30/05/1986,241.01,445.73,,,,509.37,607.97,2092.1,518.62,389.99
30/06/1986,214.58,437,,,,529.67,632.48,2304.52,560.23,394.75
31/07/1986,180.5,416.54,,,,533.79,627.62,2609.12,511.94,373.36
29/08/1986,193.19,433.42,,,,580.3,739.15,2846.26,544.07,400.63
30/09/1986,210.2,430.14,,,,557.09,695.23,2917.18,498.45,366.21
31/10/1986,237.16,439.33,,,,547.38,691.68,2527.96,508.7,386.65
28/11/1986,240.56,443.77,,,,570.39,755.92,2695.48,527.17,395.4
31/12/1986,262.31,451.28,,,,581.61,759.64,2893.41,554.75,385.1
30/01/1987,265.45,514.81,,,,649.78,705.41,3358.73,617.84,435.89
27/02/1987,297.92,539.56,,,,671.05,669.28,3418.88,692.69,451.19
31/03/1987,329.83,590.1,,,,712.44,701.49,3793.35,727.56,463
30/04/1987,340.95,574.66,,,,754.05,704.7,4390.07,776.17,458.46
29/05/1987,352.27,571.68,,,,754.93,681.77,4381.99,820.14,460.68
30/06/1987,359.88,589.22,,,,754.32,726.45,4057.36,848.35,484.17
31/07/1987,400.53,638.97,,,,769.22,755.42,3915.23,865.94,506.83
31/08/1987,438.18,638.77,,,,814.51,785.71,4403.11,848.09,526.43
30/09/1987,454.27,629.63,,,,800.15,753.23,4247.37,891.6,514.84
30/10/1987,251.8,490.63,,,,664.11,620.61,3928.6,699.6,405.21
30/11/1987,276.67,478.24,,,,647.76,560.62,4085.48,668.06,370.58
31/12/1987,286.58,514.04,,,,675.62,571.65,4138.37,749.39,396.3
29/01/1988,268.98,507.02,,,,691.91,502.19,4361.19,744.47,412.89
29/02/1988,271.59,540.45,,,,731.87,582.17,4690.51,741.73,429.79
31/03/1988,318.63,564.91,,,,753.77,581.62,5043.94,777.19,415.01
29/04/1988,338.52,573.94,,,,763.08,571.98,5096.39,798.04,418.42
31/05/1988,389.04,552.59,,,,747.62,565.3,4866.14,775.14,421.62
30/06/1988,376.44,599.12,,,,746.39,566.46,4682.68,749.93,440.83
29/07/1988,399.66,587.84,,,,760.22,571.43,4897.35,757.31,439.06
31/08/1988,388.83,557.09,,,,718.25,567.31,4527.38,706.27,423.92
30/09/1988,376.5,569,,,,748.52,609.3,4722.32,740.85,441.62
31/10/1988,402.7,587.8,,,,798.13,673.57,5116.37,799.65,454.74
30/11/1988,394.13,585.18,,,,825.71,669.35,5571.02,808.4,447.32
30/12/1988,390.89,601.8,,,,832.96,689.44,5602.97,794,454.22
31/01/1989,426.82,651.37,,,,862.88,656.49,5619.52,883.9,488.34
28/02/1989,362.75,630.63,,,,857.24,657.25,5728.16,860.99,473.27
31/03/1989,369.32,637.65,,,,851.52,644.87,5528.09,866.47,483.49
28/04/1989,374.47,654.52,,,,870.94,677.04,5519.1,878.7,509.31
31/05/1989,364.67,659.13,,,,849.37,653.1,5206.51,817.49,528.51
30/06/1989,368.38,674.75,,,,839.56,703.38,4973.26,824.16,526.08
